DATETIME,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>,RSI
2015-11-17 12:00:00,14.273,14.281,14.244,14.244,930,0,30,47.71725132670551
2015-11-17 13:00:00,14.245,14.271,14.216,14.219,859,0,30,44.33885122357331
2015-11-17 14:00:00,14.219,14.235,14.209,14.223,1255,0,31,45.009702725243116
2015-11-17 15:00:00,14.223,14.281,14.202,14.237,3781,0,33,47.39926720023549
2015-11-17 16:00:00,14.236,14.282,14.208,14.254,3247,0,30,50.22757736854251
2015-11-17 17:00:00,14.253,14.266,14.183,14.2,3074,0,31,42.42426352892817
2015-11-17 18:00:00,14.199,14.216,14.104,14.117,3256,0,30,33.746074278981126
2015-11-17 19:00:00,14.119,14.235,14.119,14.224,2365,0,30,48.400023373231846
2015-11-17 20:00:00,14.223,14.226,14.164,14.182,1489,0,30,44.261726800257684
2015-11-17 21:00:00,14.182,14.229,14.169,14.202,1203,0,31,46.60303198191588
2015-11-17 22:00:00,14.198,14.213,14.181,14.193,921,0,30,45.67328670967894
2015-11-17 23:00:00,14.192,14.196,14.162,14.165,439,0,32,42.81166556996501
2015-11-18 01:00:00,14.175,14.218,14.158,14.163,714,0,35,42.60632225638743
2015-11-18 02:00:00,14.164,14.176,14.101,14.151,1439,0,35,41.32554683578065
2015-11-18 03:00:00,14.149,14.149,14.119,14.136,1690,0,35,39.718293934374536
2015-11-18 04:00:00,14.136,14.16,14.132,14.141,872,0,35,40.548322711716715
2015-11-18 05:00:00,14.141,14.153,14.129,14.135,773,0,35,39.83942013846278
2015-11-18 06:00:00,14.136,14.158,14.127,14.157,597,0,34,43.72440949350963
2015-11-18 07:00:00,14.157,14.203,14.15,14.183,1135,0,35,47.998366564712796
2015-11-18 08:00:00,14.183,14.214,14.175,14.199,1329,0,35,50.4902741630224
2015-11-18 09:00:00,14.199,14.219,14.188,14.21,693,0,35,52.18664785014011
2015-11-18 10:00:00,14.209,14.242,14.208,14.225,885,0,35,54.47721529519881
2015-11-18 11:00:00,14.224,14.243,14.214,14.219,1053,0,35,53.37572083044312
2015-11-18 12:00:00,14.22,14.225,14.193,14.197,878,0,35,49.42926130241628
2015-11-18 13:00:00,14.193,14.198,14.155,14.161,953,0,35,43.731284957405364
2015-11-18 14:00:00,14.163,14.166,14.138,14.146,879,0,35,41.58048737836392
2015-11-18 15:00:00,14.145,14.149,14.025,14.086,3526,0,35,34.311254635324765
2015-11-18 16:00:00,14.086,14.154,14.079,14.133,2391,0,35,42.753860143454865
2015-11-18 17:00:00,14.133,14.134,14.061,14.076,2525,0,35,36.60872044254884
2015-11-18 18:00:00,14.079,14.095,14.055,14.066,2150,0,35,35.640856332092646
2015-11-18 19:00:00,14.066,14.085,14.024,14.069,1763,0,34,36.18592628758791
2015-11-18 20:00:00,14.069,14.189,14.069,14.14,1902,0,35,47.515097912479746
2015-11-18 21:00:00,14.14,14.211,14.079,14.137,4153,0,34,47.1343245461445
2015-11-18 22:00:00,14.137,14.192,14.131,14.154,1106,0,35,49.59914445700477
2015-11-18 23:00:00,14.157,14.17,14.153,14.156,388,0,37,49.89512092554693
2015-11-19 01:00:00,14.162,14.19,14.155,14.169,592,0,37,51.87346536583621
2015-11-19 02:00:00,14.17,14.201,14.167,14.189,916,0,35,54.82846904003837
2015-11-19 03:00:00,14.189,14.272,14.182,14.247,1991,0,34,62.09676205284743
2015-11-19 04:00:00,14.247,14.311,14.246,14.254,1337,0,34,62.87320545103762
2015-11-19 05:00:00,14.253,14.264,14.192,14.211,1260,0,35,55.369752389900206
2015-11-19 06:00:00,14.212,14.242,14.211,14.228,757,0,36,57.527821055217174
2015-11-19 07:00:00,14.229,14.237,14.213,14.228,1113,0,35,57.527821055217174
2015-11-19 08:00:00,14.228,14.257,14.227,14.234,1352,0,35,58.35214943304753
2015-11-19 09:00:00,14.234,14.245,14.176,14.178,1221,0,35,48.82690066870093
2015-11-19 10:00:00,14.179,14.224,14.178,14.212,1478,0,35,53.76198135615665
2015-11-19 11:00:00,14.211,14.221,14.19,14.19,948,0,35,50.37658364938882
2015-11-19 12:00:00,14.192,14.196,14.172,14.18,1062,0,35,48.870183325136026
2015-11-19 13:00:00,14.179,14.229,14.172,14.198,1183,0,35,51.67156088701106
2015-11-19 14:00:00,14.198,14.202,14.141,14.161,1583,0,35,46.08240240262442
2015-11-19 15:00:00,14.16,14.176,14.123,14.138,3119,0,35,42.97083353840342
2015-11-19 16:00:00,14.138,14.399,14.133,14.34,5868,0,34,65.1971449411025
2015-11-19 17:00:00,14.342,14.376,14.305,14.34,3542,0,35,65.19714494110248
2015-11-19 18:00:00,14.34,14.381,14.302,14.344,2970,0,35,65.50588527032019
2015-11-19 19:00:00,14.344,14.351,14.235,14.26,2221,0,35,54.55987534533644
2015-11-19 20:00:00,14.26,14.264,14.234,14.245,1368,0,35,52.86120451686956
2015-11-19 21:00:00,14.246,14.296,14.237,14.27,812,0,35,55.35598608666683
2015-11-19 22:00:00,14.271,14.29,14.25,14.254,746,0,35,53.40783049200192
2015-11-19 23:00:00,14.256,14.269,14.235,14.252,599,0,36,53.156001313717546
2015-11-20 01:00:00,14.248,14.268,14.24,14.265,474,0,36,54.65275407478786
2015-11-20 02:00:00,14.265,14.27,14.241,14.265,796,0,35,54.65275407478786
2015-11-20 03:00:00,14.266,14.279,14.248,14.275,1102,0,35,55.909555317006976
2015-11-20 04:00:00,14.274,14.299,14.267,14.28,1025,0,35,56.557863566689704
2015-11-20 05:00:00,14.28,14.286,14.257,14.259,914,0,35,53.03090710446341
2015-11-20 06:00:00,14.258,14.262,14.213,14.236,890,0,35,49.39756829561641
2015-11-20 07:00:00,14.237,14.282,14.233,14.27,1224,0,35,54.37407184866211
2015-11-20 08:00:00,14.27,14.297,14.266,14.266,1266,0,34,53.704907702695905
2015-11-20 09:00:00,14.265,14.266,14.21,14.223,1456,0,35,47.00757597292574
2015-11-20 10:00:00,14.222,14.248,14.205,14.245,1720,0,35,50.41463941570983
2015-11-20 11:00:00,14.247,14.368,14.24,14.343,1747,0,35,62.10311814431119
2015-11-20 12:00:00,14.349,14.399,14.326,14.343,1534,0,35,62.10311814431119
2015-11-20 13:00:00,14.343,14.345,14.288,14.3,949,0,35,55.45146921677823
2015-11-20 14:00:00,14.3,14.316,14.269,14.306,1506,0,35,56.15710822767087
2015-11-20 15:00:00,14.305,14.322,14.241,14.261,3449,0,35,49.7874643459278
2015-11-20 16:00:00,14.262,14.277,14.212,14.229,3236,0,35,45.80842760912011
2015-11-20 17:00:00,14.226,14.249,14.114,14.115,3791,0,35,35.058778705470836
2015-11-20 18:00:00,14.114,14.171,14.108,14.123,2517,0,35,36.19040928124239
2015-11-20 19:00:00,14.124,14.158,14.073,14.152,1912,0,35,40.254664043757224
2015-11-20 20:00:00,14.152,14.156,14.123,14.142,1059,0,35,39.324530731785764
2015-11-20 21:00:00,14.142,14.144,14.118,14.121,614,0,35,37.37165204008323
2015-11-20 22:00:00,14.123,14.144,14.087,14.135,730,0,35,39.52771539656072
2015-11-20 23:00:00,14.135,14.185,14.135,14.16,408,0,35,43.282656264984595
2015-11-23 01:00:00,14.166,14.18,14.122,14.17,648,0,2,44.76021044902926
2015-11-23 02:00:00,14.17,14.18,14.136,14.141,766,0,1,41.392520600823055
2015-11-23 03:00:00,14.142,14.145,14.02,14.021,3410,0,0,30.99912720785378
2015-11-23 04:00:00,14.02,14.054,13.973,14.02,3094,0,1,30.92943072602587
2015-11-23 05:00:00,14.019,14.058,14.009,14.056,1230,0,0,36.46733737619784
2015-11-23 06:00:00,14.054,14.062,14.024,14.03,512,0,0,34.32671356478284
2015-11-23 07:00:00,14.029,14.061,13.955,13.965,1982,0,0,29.642135529616358
2015-11-23 08:00:00,13.964,14.041,13.928,14.01,3476,0,0,36.13973325918475
2015-11-23 09:00:00,14.01,14.023,13.993,14.008,1296,0,0,35.980691255244125
2015-11-23 10:00:00,14.006,14.076,14.005,14.064,917,0,0,43.48077037392784
2015-11-23 11:00:00,14.06,14.065,13.966,13.995,1137,0,0,37.63091196155446
2015-11-23 12:00:00,13.994,13.999,13.915,13.955,1085,0,0,34.71508379767873
2015-11-23 13:00:00,13.956,14.003,13.935,13.992,1157,0,0,39.393139482470346
2015-11-23 14:00:00,13.99,14.038,13.981,14.005,2335,0,0,40.99300093979695
2015-11-23 15:00:00,14.006,14.049,13.94,14.023,4483,0,0,43.22765973557725
2015-11-23 16:00:00,14.023,14.205,14.023,14.134,4405,0,0,54.63666594348526
2015-11-23 17:00:00,14.13,14.147,14.09,14.091,3583,0,0,50.41035958767866
2015-11-23 18:00:00,14.09,14.116,14.085,14.098,1986,0,0,51.073846147101165
2015-11-23 19:00:00,14.096,14.127,14.092,14.111,1077,0,0,52.34894451811749
2015-11-23 20:00:00,14.11,14.113,14.073,14.093,1395,0,1,50.39070033703922
2015-11-23 21:00:00,14.094,14.1,14.082,14.088,797,0,2,49.833054320795235
2015-11-23 22:00:00,14.088,14.119,14.078,14.107,600,0,2,52.00654846196817
2015-11-23 23:00:00,14.108,14.138,14.107,14.133,391,0,2,54.886915083738565
2015-11-24 01:00:00,14.113,14.137,14.113,14.135,344,0,3,55.11009535412078
2015-11-24 02:00:00,14.135,14.143,14.118,14.123,956,0,1,53.403011115783016
2015-11-24 03:00:00,14.124,14.154,14.097,14.121,2224,0,2,53.10774400384576
2015-11-24 04:00:00,14.12,14.136,14.067,14.068,1697,0,2,45.869922125599835
2015-11-24 05:00:00,14.07,14.115,14.064,14.114,1477,0,2,51.98614446527311
2015-11-24 06:00:00,14.114,14.124,14.1,14.12,520,0,4,52.73629849353982
2015-11-24 07:00:00,14.121,14.159,14.113,14.136,1487,0,1,54.76586626397214
2015-11-24 08:00:00,14.136,14.162,14.12,14.145,1854,0,3,55.91268990979532
2015-11-24 09:00:00,14.142,14.172,14.138,14.169,1163,0,1,58.90478270246257
2015-11-24 10:00:00,14.169,14.2,14.134,14.179,2238,0,0,60.11928362402217
2015-11-24 11:00:00,14.18,14.188,14.154,14.164,1641,0,3,57.37996356275868
2015-11-24 12:00:00,14.163,14.175,14.148,14.174,1151,0,2,58.73003426783906
2015-11-24 13:00:00,14.174,14.181,14.16,14.178,1242,0,3,59.28559995028662
2015-11-24 14:00:00,14.181,14.192,14.14,14.182,1655,0,3,59.867412583080416
2015-11-24 15:00:00,14.183,14.277,14.144,14.166,5109,0,1,56.39583546868126
2015-11-24 16:00:00,14.165,14.31,14.135,14.24,4345,0,0,66.16747014762706
2015-11-24 17:00:00,14.239,14.267,14.16,14.18,3498,0,0,55.33884005925839
2015-11-24 18:00:00,14.181,14.265,14.175,14.248,2479,0,1,62.774390884797796
2015-11-24 19:00:00,14.247,14.288,14.232,14.236,1771,0,0,60.84910872618412
2015-11-24 20:00:00,14.237,14.238,14.182,14.206,1456,0,0,56.207872056556205
2015-11-24 21:00:00,14.206,14.231,14.206,14.216,628,0,0,57.37497082662396
2015-11-24 22:00:00,14.216,14.217,14.161,14.176,479,0,0,51.46642950421258
2015-11-24 23:00:00,14.176,14.201,14.171,14.19,259,0,0,53.27991526117511
2015-11-25 01:00:00,14.186,14.211,14.186,14.2,305,0,0,54.58526047717683
2015-11-25 02:00:00,14.2,14.27,14.199,14.249,1065,0,0,60.42066557182743
2015-11-25 03:00:00,14.249,14.267,14.235,14.248,1784,0,0,60.250518853490796
2015-11-25 04:00:00,14.249,14.282,14.249,14.272,1391,0,0,62.94734719852947
2015-11-25 05:00:00,14.272,14.278,14.205,14.248,1171,0,0,58.661288435841705
2015-11-25 06:00:00,14.248,14.264,14.24,14.242,446,0,0,57.60527931910405
2015-11-25 07:00:00,14.243,14.275,14.236,14.249,1174,0,0,58.542940713698286
2015-11-25 08:00:00,14.249,14.249,14.209,14.219,1343,0,1,53.12039240270313
2015-11-25 09:00:00,14.219,14.259,14.218,14.25,1028,0,0,57.50098516487918
2015-11-25 10:00:00,14.251,14.251,14.162,14.168,971,0,0,45.41273555962206
2015-11-25 11:00:00,14.165,14.19,14.158,14.16,1021,0,0,44.43135265946242
2015-11-25 12:00:00,14.16,14.18,14.145,14.153,780,0,0,43.5446292850238
2015-11-25 13:00:00,14.151,14.153,14.066,14.106,1027,0,0,38.053322527053865
2015-11-25 14:00:00,14.106,14.141,14.093,14.137,1068,0,0,43.146048210078895
2015-11-25 15:00:00,14.138,14.18,14.041,14.107,3736,0,0,39.74105751276048
2015-11-25 16:00:00,14.107,14.128,14.058,14.077,2815,0,0,36.62809480310463
2015-11-25 17:00:00,14.077,14.169,14.059,14.147,3821,0,0,47.050297027516244
2015-11-25 18:00:00,14.148,14.176,14.137,14.161,1941,0,0,48.86173472902016
2015-11-25 19:00:00,14.162,14.215,14.154,14.171,1327,0,0,50.17297264888001
2015-11-25 20:00:00,14.165,14.219,14.124,14.213,1212,0,0,55.35118033115112
2015-11-25 21:00:00,14.214,14.219,14.175,14.202,372,0,0,53.77493977600294
2015-11-25 22:00:00,14.203,14.219,14.18,14.194,295,0,0,52.60172484533109
2015-11-25 23:00:00,14.19,14.21,14.177,14.184,254,0,0,51.10093060544705
2015-11-26 00:00:00,14.184,14.184,14.184,14.184,1,0,20,51.10093060544706
2015-11-26 01:00:00,14.182,14.223,14.181,14.185,344,0,0,51.26220166614305
2015-11-26 02:00:00,14.185,14.195,14.16,14.181,339,0,0,50.544124362558854
2015-11-26 03:00:00,14.181,14.22,14.173,14.203,1603,0,0,54.33310835236696
2015-11-26 04:00:00,14.202,14.21,14.135,14.166,858,0,0,47.71246149190706
2015-11-26 05:00:00,14.166,14.242,14.161,14.237,989,0,0,58.23053289665208
2015-11-26 06:00:00,14.237,14.267,14.222,14.262,489,0,1,61.19085099613621
2015-11-26 07:00:00,14.263,14.277,14.215,14.215,1455,0,0,53.51235684844998
2015-11-26 08:00:00,14.215,14.255,14.2,14.201,1513,0,0,51.44164680988011
2015-11-26 09:00:00,14.202,14.22,14.195,14.209,697,0,1,52.571066115817565
2015-11-26 10:00:00,14.206,14.234,14.19,14.2,718,0,0,51.13025702757903
2015-11-26 11:00:00,14.201,14.225,14.195,14.22,533,0,1,54.1382865927187
2015-11-26 12:00:00,14.221,14.24,14.2,14.235,675,0,0,56.310321693594545
2015-11-26 13:00:00,14.24,14.39,14.24,14.315,1172,0,0,65.65329409572867
2015-11-26 14:00:00,14.315,14.319,14.235,14.254,662,0,0,55.84650664928853
2015-11-26 15:00:00,14.251,14.292,14.215,14.275,1317,0,0,58.16337332979561
2015-11-26 16:00:00,14.274,14.286,14.199,14.23,1227,0,0,51.88101968920016
2015-11-26 17:00:00,14.229,14.282,14.222,14.279,645,0,0,57.29061039573129
2015-11-26 18:00:00,14.279,14.291,14.266,14.286,457,0,0,58.01673449459855
2015-11-26 19:00:00,14.281,14.291,14.254,14.278,398,0,0,56.8276202385652
2015-11-26 20:00:00,14.278,14.279,14.273,14.273,12,0,18,56.05432711288232
2015-11-27 01:00:00,14.264,14.289,14.263,14.283,162,0,3,57.30565105517831
2015-11-27 02:00:00,14.282,14.309,14.275,14.295,459,0,2,58.820941813669656
2015-11-27 03:00:00,14.296,14.305,14.146,14.156,2462,0,0,40.77044186550796
2015-11-27 04:00:00,14.157,14.178,14.151,14.165,1361,0,1,42.01127452908052
2015-11-27 05:00:00,14.165,14.165,14.133,14.144,1120,0,2,39.91029816979976
2015-11-27 06:00:00,14.143,14.173,14.143,14.172,433,0,3,43.93618338211767
2015-11-27 07:00:00,14.171,14.173,14.112,14.142,1677,0,2,40.783409826157204
2015-11-27 08:00:00,14.143,14.15,14.116,14.142,1832,0,1,40.783409826157204
2015-11-27 09:00:00,14.14,14.151,14.122,14.143,837,0,0,40.947226785502735
2015-11-27 10:00:00,14.14,14.154,14.117,14.142,1247,0,0,40.82559902406307
2015-11-27 11:00:00,14.14,14.142,14.092,14.099,1524,0,0,35.88905132924184
2015-11-27 12:00:00,14.098,14.105,14.06,14.102,1828,0,0,36.46625977494808
2015-11-27 13:00:00,14.102,14.125,14.097,14.116,956,0,0,39.21654248297759
2015-11-27 14:00:00,14.117,14.202,14.103,14.189,1381,0,0,51.10260798821136
2015-11-27 15:00:00,14.189,14.192,13.988,14.005,4873,0,0,33.38290356478403
2015-11-27 16:00:00,14.006,14.164,13.96,14.13,4238,0,0,46.862859233879725
2015-11-27 17:00:00,14.13,14.151,14.065,14.126,2750,0,0,46.53833415837948
2015-11-27 18:00:00,14.127,14.16,14.065,14.106,1887,0,1,44.86537452434272
2015-11-27 19:00:00,14.106,14.111,14.07,14.1,1428,0,0,44.350291724735484
2015-11-27 20:00:00,14.104,14.106,14.073,14.076,624,0,0,42.260307181325715
2015-11-30 01:00:00,14.066,14.098,14.056,14.076,437,0,0,42.260307181325715
2015-11-30 02:00:00,14.076,14.095,14.046,14.061,967,0,1,40.86444797880367
2015-11-30 03:00:00,14.061,14.065,14.005,14.016,2480,0,1,36.924179977389336
2015-11-30 04:00:00,14.017,14.059,14.011,14.05,1320,0,0,41.51289744828656
2015-11-30 05:00:00,14.052,14.112,14.027,14.047,1307,0,1,41.22789630015073
2015-11-30 06:00:00,14.048,14.063,14.043,14.056,508,0,0,42.5031987245237
2015-11-30 07:00:00,14.055,14.082,14.055,14.061,1233,0,1,43.24007728819404
2015-11-30 08:00:00,14.061,14.062,14.032,14.04,1578,0,0,40.870885289670525
2015-11-30 09:00:00,14.04,14.1,14.035,14.096,1299,0,0,48.90991824420026
2015-11-30 10:00:00,14.095,14.128,14.085,14.119,1394,0,0,51.807944872342325
2015-11-30 11:00:00,14.12,14.148,14.062,14.106,1594,0,2,50.078844234917284
2015-11-30 12:00:00,14.105,14.142,14.093,14.113,1367,0,0,51.02665801535517
2015-11-30 13:00:00,14.113,14.144,14.113,14.135,1053,0,2,53.9837122602545
2015-11-30 14:00:00,14.136,14.14,14.103,14.12,1446,0,3,51.691918855764776
2015-11-30 15:00:00,14.12,14.202,14.095,14.106,3180,0,1,49.57643613248232
2015-11-30 16:00:00,14.105,14.137,14.099,14.134,2409,0,0,53.66102138536222
2015-11-30 17:00:00,14.134,14.161,14.103,14.112,2299,0,0,50.21886458748857
2015-11-30 18:00:00,14.107,14.137,14.102,14.106,1390,0,0,49.29022799113456
2015-11-30 19:00:00,14.104,14.125,14.1,14.106,601,0,0,49.29022799113456
2015-11-30 20:00:00,14.102,14.137,14.099,14.11,1266,0,0,50.00502604173982
2015-11-30 21:00:00,14.111,14.156,14.059,14.063,819,0,0,42.43587143127243
2015-11-30 22:00:00,14.063,14.098,14.06,14.092,425,0,0,47.69662827032927
2015-11-30 23:00:00,14.093,14.095,14.069,14.073,314,0,1,44.807372070450164
2015-12-01 01:00:00,14.055,14.095,14.045,14.079,392,0,3,45.921425305408356
2015-12-01 02:00:00,14.08,14.09,14.075,14.082,544,0,2,46.502872159360514
2015-12-01 03:00:00,14.082,14.182,14.056,14.148,2971,0,0,57.363874043054494
2015-12-01 04:00:00,14.147,14.224,14.119,14.148,2897,0,0,57.36387404305451
2015-12-01 05:00:00,14.149,14.198,14.144,14.193,1037,0,0,63.26175232448732
2015-12-01 06:00:00,14.192,14.194,14.171,14.178,739,0,1,60.268969102138804
2015-12-01 07:00:00,14.179,14.198,14.172,14.189,1243,0,3,61.699904443284126
2015-12-01 08:00:00,14.189,14.204,14.165,14.189,1699,0,0,61.699904443284126
2015-12-01 09:00:00,14.188,14.195,14.168,14.17,1144,0,2,57.5479701816876
2015-12-01 10:00:00,14.171,14.181,14.13,14.173,1782,0,0,58.02822928542244
2015-12-01 11:00:00,14.172,14.253,14.163,14.192,1957,0,1,61.03479782673973
2015-12-01 12:00:00,14.192,14.202,14.168,14.188,1341,0,1,60.05939094619775
2015-12-01 13:00:00,14.188,14.208,14.179,14.204,864,0,0,62.63188383831248
2015-12-01 14:00:00,14.204,14.204,14.166,14.194,988,0,0,60.029513933570065
2015-12-01 15:00:00,14.194,14.246,14.149,14.176,3626,0,1,55.55492344403212
2015-12-01 16:00:00,14.175,14.214,14.13,14.157,3231,0,1,51.21528229593192
2015-12-01 17:00:00,14.156,14.193,14.097,14.116,3727,0,0,43.34661178256178
2015-12-01 18:00:00,14.118,14.14,14.086,14.12,1878,0,0,44.24659416900635
2015-12-01 19:00:00,14.121,14.122,14.095,14.101,1452,0,0,40.92125917034872
2015-12-01 20:00:00,14.102,14.134,14.09,14.134,1361,0,0,48.2025585314459
2015-12-01 21:00:00,14.134,14.153,14.119,14.149,700,0,2,51.1497378289935
2015-12-01 22:00:00,14.149,14.182,14.149,14.176,508,0,0,56.00244394883396
2015-12-01 23:00:00,14.175,14.201,14.175,14.183,348,0,0,57.18980622081674
2015-12-02 01:00:00,14.164,14.217,14.164,14.207,426,0,2,61.06905411264826
2015-12-02 02:00:00,14.208,14.216,14.202,14.213,866,0,3,61.996208291948975
2015-12-02 03:00:00,14.209,14.219,14.184,14.203,1820,0,1,59.45478362691414
2015-12-02 04:00:00,14.203,14.234,14.192,14.197,1209,0,3,57.92058708058975
2015-12-02 05:00:00,14.196,14.204,14.183,14.194,644,0,3,57.126827478733375
2015-12-02 06:00:00,14.195,14.196,14.167,14.169,525,0,2,50.870422940507375
2015-12-02 07:00:00,14.17,14.186,14.166,14.174,824,0,1,52.002607020990574
2015-12-02 08:00:00,14.174,14.189,14.167,14.177,857,0,1,52.70682710072766
2015-12-02 09:00:00,14.175,14.206,14.17,14.204,929,0,1,58.59488347252347
2015-12-02 10:00:00,14.202,14.203,14.177,14.184,1435,0,1,53.30116186642242
2015-12-02 11:00:00,14.184,14.184,14.152,14.169,987,0,1,49.676260095252964
2015-12-02 12:00:00,14.166,14.185,14.154,14.174,1036,0,0,50.875540614299666
2015-12-02 13:00:00,14.173,14.179,14.161,14.164,540,0,1,48.39164720889354
2015-12-02 14:00:00,14.164,14.182,14.145,14.154,979,0,0,45.97438094606153
2015-12-02 15:00:00,14.155,14.155,14.033,14.042,4177,0,0,28.68916772971672
2015-12-02 16:00:00,14.04,14.111,14.032,14.053,3262,0,0,31.416498732722708
2015-12-02 17:00:00,14.054,14.104,14.038,14.073,3619,0,0,36.194665750897386
2015-12-02 18:00:00,14.073,14.08,13.991,13.993,1919,0,0,27.83960788122132
2015-12-02 19:00:00,13.992,14.021,13.932,14.004,3629,0,0,30.2246406762597
2015-12-02 20:00:00,14.005,14.069,14.005,14.047,2334,0,0,38.7474039270398
2015-12-02 21:00:00,14.045,14.091,14.017,14.029,1289,0,0,36.72517221399333
2015-12-02 22:00:00,14.028,14.044,14.003,14.023,927,0,0,36.04978258854757
2015-12-02 23:00:00,14.025,14.034,13.995,13.999,463,0,0,33.40355096076603
2015-12-03 01:00:00,13.974,14.027,13.974,14.018,449,0,2,37.32584999718329
2015-12-03 02:00:00,14.017,14.02,13.969,13.989,1121,0,1,34.03129207756913
2015-12-03 03:00:00,13.988,13.991,13.84,13.923,3244,0,0,27.97865201208826
2015-12-03 04:00:00,13.923,13.976,13.9,13.964,1295,0,2,35.63687702990197
2015-12-03 05:00:00,13.965,13.971,13.934,13.934,1091,0,3,32.88173680528313
2015-12-03 06:00:00,13.935,13.977,13.924,13.965,691,0,3,38.19873548807634
2015-12-03 07:00:00,13.965,13.986,13.955,13.965,1429,0,3,38.19873548807634
2015-12-03 08:00:00,13.965,13.969,13.945,13.956,1597,0,1,37.20632176104341
2015-12-03 09:00:00,13.955,13.972,13.935,13.966,1123,0,0,39.09956470570608
2015-12-03 10:00:00,13.965,13.973,13.92,13.942,1552,0,0,36.2729342286053
2015-12-03 11:00:00,13.94,13.966,13.92,13.942,1310,0,0,36.272934228605294
2015-12-03 12:00:00,13.94,13.974,13.927,13.965,1007,0,0,41.01254557703617
2015-12-03 13:00:00,13.965,13.974,13.93,13.931,770,0,0,36.670705366475374
2015-12-03 14:00:00,13.931,14.016,13.915,14.012,3959,0,0,50.197601483212026
2015-12-03 15:00:00,14.011,14.168,13.978,14.088,10419,0,0,59.038269068831504
2015-12-03 16:00:00,14.085,14.129,14.008,14.027,5933,0,0,51.184561676823435
2015-12-03 17:00:00,14.022,14.068,13.978,13.996,4165,0,0,47.71099144571095
2015-12-03 18:00:00,13.996,14.073,13.987,14.054,3125,0,0,54.00081185634854
2015-12-03 19:00:00,14.053,14.102,14.035,14.086,2558,0,0,57.069155107682256
2015-12-03 20:00:00,14.086,14.169,14.06,14.084,2239,0,1,56.81407627205144
2015-12-03 21:00:00,14.084,14.13,14.074,14.126,1569,0,0,60.778674874776414
2015-12-03 22:00:00,14.128,14.135,14.099,14.121,1394,0,0,60.07165438481641
2015-12-03 23:00:00,14.12,14.12,14.09,14.102,448,0,0,57.34191464131466
2015-12-04 01:00:00,14.089,14.142,14.089,14.116,422,0,2,58.82657714709546
2015-12-04 02:00:00,14.121,14.146,14.118,14.119,992,0,3,59.15463247277468
2015-12-04 03:00:00,14.119,14.133,14.071,14.085,2085,0,3,53.91190652975945
2015-12-04 04:00:00,14.086,14.109,14.072,14.091,970,0,3,54.67532058821954
2015-12-04 05:00:00,14.09,14.119,14.085,14.097,783,0,4,55.469670770870216
2015-12-04 06:00:00,14.096,14.106,14.091,14.101,514,0,4,56.02301594311423
2015-12-04 07:00:00,14.1,14.123,14.094,14.111,1075,0,4,57.44665094469003
2015-12-04 08:00:00,14.112,14.117,14.094,14.101,1428,0,1,55.511387983839164
2015-12-04 09:00:00,14.099,14.106,14.067,14.07,1446,0,0,49.899397235215055
2015-12-04 10:00:00,14.071,14.126,14.051,14.097,1855,0,0,54.23870012936307
2015-12-04 11:00:00,14.098,14.147,14.097,14.129,1364,0,0,58.793918769481756
2015-12-04 12:00:00,14.128,14.163,14.124,14.137,1186,0,0,59.86942022103817
2015-12-04 13:00:00,14.139,14.18,14.138,14.165,1381,0,0,63.46381377292559
2015-12-04 14:00:00,14.166,14.185,14.137,14.15,1171,0,0,60.34554655869274
2015-12-04 15:00:00,14.15,14.337,14.125,14.256,8359,0,0,71.137867779358
2015-12-04 16:00:00,14.257,14.487,14.246,14.454,7972,0,0,81.3489259376685
2015-12-04 17:00:00,14.451,14.603,14.451,14.517,6702,0,0,83.36549153072684
2015-12-04 18:00:00,14.517,14.62,14.516,14.594,3850,0,0,85.43786664796815
2015-12-04 19:00:00,14.594,14.604,14.517,14.549,2568,0,0,79.22586107498341
2015-12-04 20:00:00,14.549,14.557,14.494,14.494,1534,0,0,72.3060979909014
2015-12-04 21:00:00,14.494,14.579,14.494,14.564,768,0,0,75.26698206343903
2015-12-04 22:00:00,14.564,14.574,14.553,14.561,611,0,0,74.8973991475859
2015-12-04 23:00:00,14.561,14.574,14.544,14.551,386,0,0,73.6000733311723
2015-12-07 01:00:00,14.586,14.586,14.477,14.489,770,0,0,65.97037055186986
2015-12-07 02:00:00,14.489,14.534,14.489,14.511,766,0,0,67.26704301337014
2015-12-07 03:00:00,14.511,14.597,14.495,14.583,2151,0,0,71.14252635221636
2015-12-07 04:00:00,14.582,14.597,14.542,14.556,996,0,1,67.89612954018463
2015-12-07 05:00:00,14.556,14.602,14.54,14.565,840,0,0,68.41354175852064
2015-12-07 06:00:00,14.566,14.574,14.55,14.573,379,0,1,68.8934555338087
2015-12-07 07:00:00,14.576,14.577,14.56,14.564,927,0,2,67.64820772832343
2015-12-07 08:00:00,14.565,14.573,14.527,14.568,1038,0,0,67.92569130672838
2015-12-07 09:00:00,14.567,14.644,14.558,14.604,1297,0,0,70.38743147791986
2015-12-07 10:00:00,14.604,14.612,14.525,14.601,1902,0,0,69.90592478229335
2015-12-07 11:00:00,14.6,14.624,14.575,14.595,1239,0,0,68.89088363604439
2015-12-07 12:00:00,14.591,14.608,14.531,14.57,1790,0,0,64.67690496774206
2015-12-07 13:00:00,14.571,14.58,14.52,14.542,1229,0,0,60.232971269295064
